title,pdf_url,arxiv_url,code_available,code_url
"Supportive Negatives Spectral Augmentation for Source-Free Cross-Domain Segmentation",,,no,
"Anti-Diffusion: Preventing Abuse of Modifications of Diffusion-Based Models",,,no,
"Seg2Box: 3D Object Detection by Point-Wise Semantics Supervision",,,no,
"When Shadow Removal Meets Intrinsic Image Decomposition: A Joint Learning Framework Using Unpaired Data",,,no,
"A New Adversarial Perspective for LiDAR-based 3D Object Detection",,,no,
"ContextualStory: Consistent Visual Storytelling with Spatially-Enhanced and Storyline Context",,,no,
"OODML: Whole Slide Image Classification Meets Online Pseudo-Supervision and Dynamic Mutual Learning",,,no,
"Decoupled Spatio-Temporal Consistency Learning for Self-Supervised Tracking",,,no,
"Universal Domain Adaptive Object Detection via Dual Probabilistic Alignment",,,no,
"MMPF: Multi-Modal Perception Framework for Abnormal Medical Condition Detection",,,no,
"DECIDER: Difference-aware Contrastive Diffusion Model with Adversarial Perturbations for Image Change Captioning",,,no,
"IPVTON: Image-based 3D Virtual Try-on with Image Prompt Adapter",,,no,
"VIoTGPT: Learning to Schedule Vision Tools Towards Intelligent Video Internet of Things",,,no,
"PointCFormer: A Relation-Based Progressive Feature Extraction Network for Point Cloud Completion",,,no,
"SlerpFace: Face Template Protection via Spherical Linear Interpolation",,,no,
"UrBench: A Comprehensive Benchmark for Evaluating Large Multimodal Models in Multi-View Urban Scenarios",,,no,
"Polarization Guided Mask-Free Shadow Removal",,,no,
"Controllable Distortion-Perception Tradeoff Through Latent Diffusion for Neural Image Compression",,,maybe,
"Position-Aware Guided Point Cloud Completion with CLIP Model",,,no,
"TrackGo: A Flexible and Efficient Method for Controllable Video Generation",,,no,
"Low-Light Image Enhancement via Generative Perceptual Priors",,,no,
"Video Anomaly Detection with Motion and Appearance Guided Patch Diffusion Model",,,no,
"Core-to-Global Reasoning for Compositional Visual Question Answering",,,no,
"Joint Class-level and Instance-level Relationship Modeling for Novel Class Discovery",,,no,
"GaussianPainter: Painting Point Cloud into 3D Gaussians with Normal Guidance",,,no,
"All-in-One: Transferring Vision Foundation Models into Stereo Matching",,,no,
"SceneX: Procedural Controllable Large-Scale Scene Generation",,,no,
"GLIC: General Format Learned Image Compression",,,no,
"Mitigating Feature Gap for Adversarial Robustness by Feature Disentanglement",,,no,
"Spatiotemporal-Aware Neural Fields for Dynamic CT Reconstruction",,,no,
"3DMambaIPF: A State Space Model for Iterative Point Cloud Filtering via Differentiable Rendering",,,no,
"Test-Time Adaptation on Noisy Data via Model-Pruning-Based Filtering and Flatness-Aware Entropy Minimization",,,no,
"Dynamic Contrastive Knowledge Distillation for Efficient Image Restoration",,,no,
"Improving Generalization of Deep Neural Networks by Optimum Shifting",,,no,
"Achieving Ensemble-Like Performance in a Single Model: A Feature Diversification Framework for Image-Text Matching",,,no,
"Expanding the Scope of Negatives: Boosting Image-Text Matching with Negatives Distribution Guided Learning",,,no,
"An Exemplar-based Framework for Chinese Text Recognition",,,no,
"Dense Audio-Visual Event Localization Under Cross-Modal Consistency and Multi-Temporal Granularity Collaboration",,,maybe,
"GoHD: Gaze-oriented and Highly Disentangled Portrait Animation with Rhythmic Poses and Realistic Expressions",,,no,
"MultiBooth: Towards Generating All Your Concepts in an Image from Text",,,no,
"Adaptive Prototype Replay for Class Incremental Semantic Segmentation",,,no,
"Optimizing Label Assignment for Weakly Supervised Person Search",,,no,
"TAMER: Tree-Aware Transformer for Handwritten Mathematical Expression Recognition",,,no,
"Two-stream Beats One-stream: Asymmetric Siamese Network for Efficient Visual Tracking",,,no,
"A Lottery Ticket Hypothesis Approach with Sparse Fine-tuning and MAE for Image Forgery Detection and Localization",,,no,
"Large Images Are Gaussians: High-Quality Large Image Representation with Levels of 2D Gaussian Splatting",,,no,
"A Comprehensive Overhaul of Multimodal Assistant with Small Language Models",,,no,
"Thin-Plate Spline-based Interpolation for Animation Line Inbetweening",,,no,
"Mesh Watermark Removal Attack and Mitigation: A Novel Perspective of Function Space",,,maybe,
"DreaMark: Rooting Watermark in Score Distillation Sampling Generated Neural Radiance Fields",,,no,
"Mesoscopic Insights: Orchestrating Multi-Scale & Hybrid Architecture for Image Manipulation Localization",,,no,
"Exploring Task-Level Optimal Prompts for Visual In-Context Learning",,,no,
"MUC: Mixture of Uncalibrated Cameras for Robust 3D Human Body Reconstruction",,,no,
"ST3: Accelerating Multimodal Large Language Model by Spatial-Temporal Visual Token Trimming",,,no,
"Dynamic Entity-Masked Graph Diffusion Model for Histopathology Image Representation Learning",,,no,
"CoCoCo: Improving Text-Guided Video Inpainting for Better Consistency; Controllability and Compatibility",,,no,
"RhythmMamba: Fast; Lightweight; and Accurate Remote Physiological Measurement",,,no,
"AdaCo: Overcoming Visual Foundation Model Noise in 3D Semantic Segmentation via Adaptive Label Correction",,,no,
"L-Man: A Large Multi-modal Model Unifying Human-centric Tasks",,,no,
"Eve: Efficient Multimodal Vision Language Models with Elastic Visual Experts",,,no,
"Motif Guided Graph Transformers with Combinatorial Skeleton Prototype Learning for Skeleton-Based Person Re-Identification",,,no,
"Click2Mask: Local Editing with Dynamic Mask Generation",,,no,
"ISPDiffuser: Learning RAW-to-sRGB Mappings with Texture-Aware Diffusion Models and Histogram-Guided Color Consistency",,,no,
"Improving Integrated Gradient-based Transferable Adversarial Examples by Refining the Integration Path",,,no,
"MM-CamObj: A Comprehensive Multimodal Dataset for Camouflaged Object Scenarios",,,maybe,
"GenHMR: Generative Human Mesh Recovery",,,no,
"FunEditor: Achieving Complex Image Edits via Function Aggregation with Diffusion Models",,,no,
"PVTree: Realistic and Controllable Palm Vein Generation for Recognition Tasks",,,no,
"Video Summarization Using Denoising Diffusion Probabilistic Model",,,no,
"Boosting Consistency in Story Visualization with Rich-Contextual Conditional Diffusion Models",,,no,
"IMAGDressing-v1: Customizable Virtual Dressing",,,yes,https://github.com/muzishen/IMAGDressing
"LDP: Generalizing to Multilingual Visual Information Extraction by Language Decoupled Pretraining",,,no,
"In2NeCT: Inter-class and Intra-class Neural Collapse Tuning for Semantic Segmentation of Imbalanced Remote Sensing Images",,,no,
"Topology-Aware 3D Gaussian Splatting: Leveraging Persistent Homology for Optimized Structural Integrity",,,no,
"Fast Omni-Directional Image Super-Resolution: Adapting the Implicit Image Function with Pixel and Semantic-Wise Spherical Geometric Priors",,,no,
"Medical Multimodal Model Stealing Attacks via Adversarial Domain Alignment",,,no,
"ProcTag: Process Tagging for Assessing the Efficacy of Document Instruction Data",,,maybe,
"Free-Moving Object Reconstruction and Pose Estimation with Virtual Camera",,,no,
"Normal-NeRF: Ambiguity-Robust Normal Estimation for Highly Reflective Scenes",,,no,
"Neural Block Compression: Variable Bitrates Feature Blocks for Texture Representation",,,no,
"ResMaster: Mastering High-Resolution Image Generation via Structural and Fine-Grained Guidance",,,no,
"HS-FPN: High Frequency and Spatial Perception FPN for Tiny Object Detection",,,no,
"Pixel Is Not a Barrier: An Effective Evasion Attack for Pixel-Domain Diffusion Models",,,no,
"SdalsNet: Self-Distilled Attention Localization and Shift Network for Unsupervised Camouflaged Object Detection",,,no,
"OGP-Net: Optical Guidance Meets Pixel-Level Contrastive Distillation for Robust Multi-Modal and Missing Modality Segmentation",,,no,
"SKI Models: Skeleton Induced Vision-Language Embeddings for Understanding Activities of Daily Living",,,no,
"JoVALE: Detecting Human Actions in Video Using Audiovisual and Language Contexts",,,no,
"Fine-Grained Perception in Panoramic Scenes: A Novel Task; Dataset; and Method for Object Importance Ranking",,,no,
"CtrlAvatar: Controllable Avatars Generation via Disentangled Invertible Networks",,,no,
"ERL-MPP: Evolutionary Reinforcement Learning with Multi-head Puzzle Perception for Solving Large-scale Jigsaw Puzzles of Eroded Gaps",,,no,
"Temporal Coherent Object Flow for Multi-Object Tracking",,,no,
"Toward Improving Robustness and Accuracy in Unsupervised Domain Adaptation",,,no,
"Hierarchical Vector Quantization for Unsupervised Action Segmentation",,,no,
"Enhancing Noise-Robust Losses for Large-Scale Noisy Data Learning",,,no,
"RI-MAE: Rotation-Invariant Masked AutoEncoders for Self-Supervised Point Cloud Representation Learning",,,maybe,
"Can We Get Rid of Handcrafted Feature Extractors? SparseViT: Nonsemantics-Centered; Parameter-Efficient Image Manipulation Localization Through Spare-Coding Transformer",,,no,
"EigenSR: Eigenimage-Bridged Pre-Trained RGB Learners for Single Hyperspectral Image Super-Resolution",,,no,
"Prior-guided Hierarchical Harmonization Network for Efficient Image Dehazing",,,no,
"Dual-branch Graph Feature Learning for NLOS Imaging",,,no,
"Learning Fine-Grained Alignment for Aerial Vision-Dialog Navigation",,,maybe,
"Explicit Relational Reasoning Network for Scene Text Detection",,,no,
"3D Annotation-Free Learning by Distilling 2D Open-Vocabulary Segmentation Models for Autonomous Driving",,,no,
"Ultra-High Resolution Segmentation via Boundary-Enhanced Patch-Merging Transformer",,,no,
"NeuralFlix: A Simple While Effective Framework for Semantic Decoding of Videos from Non-invasive Brain Recordings",,,no,
"VE-Bench: Subjective-Aligned Benchmark Suite for Text-Driven Video Editing Quality Assessment",,,maybe,
"Guided and Variance-Corrected Fusion with One-shot Style Alignment for Large-Content Image Generation",,,no,
"Hierarchically-Structured Open-Vocabulary Indoor Scene Synthesis with Pre-trained Large Language Model",,,no,
"Diversifying Query: Region-Guided Transformer for Temporal Sentence Grounding",,,no,
"M2Flow: A Motion Information Fusion Framework for Enhanced Unsupervised Optical Flow Estimation in Autonomous Driving",,,no,
"Leveraging Large Vision-Language Model as User Intent-Aware Encoder for Composed Image Retrieval",,,no,
"RealisID: Scale-Robust and Fine-Controllable Identity Customization via Local and Global Complementation",,,no,
"SoundBrush: Sound as a Brush for Visual Scene Editing",,,no,
"First Line of Defense: A Robust First Layer Mitigates Adversarial Attacks",,,no,
"C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection",,,maybe,
"Modality-Aware Shot Relating and Comparing for Video Scene Detection",,,maybe,
"Beyond Human Data: Aligning Multimodal Large Language Models by Iterative Self-Evolution",,,no,
"ALLVB: All-in-One Long Video Understanding Benchmark",,,no,
"Neighbor Does Matter: Density-Aware Contrastive Learning for Medical Semi-supervised Segmentation",,,no,
"A Training-free Synthetic Data Selection Method for Semantic Segmentation",,,no,
"MUSE: Mamba Is Efficient Multi-scale Learner for Text-video Retrieval",,,no,
"Promptable Representation Distribution Learning and Data Augmentation for Gigapixel Histopathology WSI Analysis",,,no,
"Compressing Streamable Free-Viewpoint Videos to 0.1 MB per Frame",,,no,
"Sign-IDD: Iconicity Disentangled Diffusion for Sign Language Production",,,no,
"BEV-TSR: Text-Scene Retrieval in BEV Space for Autonomous Driving",,,no,
"More Text; Less Point: Towards 3D Data-Efficient Point-Language Understanding",,,no,
"Empowering LLMs with Pseudo-Untrimmed Videos for Audio-Visual Temporal Understanding",,,no,
"CaRDiff: Video Salient Object Ranking Chain of Thought Reasoning for Saliency Prediction with Diffusion",,,no,
"RAGG: Retrieval-Augmented Grasp Generation Model",,,no,
"Cycle3D: High-quality and Consistent Image-to-3D Generation via Generation-Reconstruction Cycle",,,no,
"From Representation Space to Prognostic Insights: Whole Slide Image Generation with Hierarchical Diffusion Model for Survival Prediction",,,no,
"3D²-Actor: Learning Pose-Conditioned 3D-Aware Denoiser for Realistic Gaussian Avatar Modeling",,,no,
"Kernel-Aware Graph Prompt Learning for Few-Shot Anomaly Detection",,,no,
"Relieving Universal Label Noise for Unsupervised Visible-Infrared Person Re-Identification by Inferring from Neighbors",,,no,
"Stitch; Contrast; and Segment: Learning a Human Action Segmentation Model Using Trimmed Skeleton Videos",,,no,
"DrivingForward: Feed-forward 3D Gaussian Splatting for Driving Scene Reconstruction from Flexible Surround-view Input",,,no,
"Unsupervised Self-Prior Embedding Neural Representation for Iterative Sparse-View CT Reconstruction",,,no,
"AI-generated Image Quality Assessment in Visual Communication",,,no,
"ChatterBox: Multimodal Referring and Grounding with Chain-of-Questions",,,no,
"Anywhere: A Multi-Agent Framework for User-Guided; Reliable; and Diverse Foreground-Conditioned Image Generation",,,no,
"G-VEval: A Versatile Metric for Evaluating Image and Video Captions Using GPT-4o",,,no,
"Improving Transformer Based Line Segment Detection with Matched Predicting and Re-ranking",,,no,
"Collaborative Learning for 3D Hand-Object Reconstruction and Compositional Action Recognition from Egocentric RGB Videos Using Superquadrics",,,no,
"Memory-Augmented Re-Completion for 3D Semantic Scene Completion",,,no,
"TextToucher: Fine-Grained Text-to-Touch Generation",,,no,
"Query-centric Audio-Visual Cognition Network for Moment Retrieval; Segmentation and Step-Captioning",,,no,
"Watch Video; Catch Keyword: Context-aware Keyword Attention for Moment Retrieval and Highlight Detection",,,no,
"VOILA: Complexity-Aware Universal Segmentation of CT Images by Voxel Interacting with Language",,,no,
"ParGo: Bridging Vision-Language with Partial and Global Views",,,no,
"Overcoming Heterogeneous Data in Federated Medical Vision-Language Pre-training: A Triple-Embedding Model Selector Approach",,,no,
"RealisHuman: A Two-Stage Approach for Refining Malformed Human Parts in Generated Images",,,no,
"FakeDiffer: Distributional Disparity Learning on Differentiated Reconstruction for Face Forgery Detection",,,maybe,
"Taylor Series-Inspired Local Structure Fitting Network for Few-shot Point Cloud Semantic Segmentation",,,no,
"Focus on Local: Finding Reliable Discriminative Regions for Visual Place Recognition",,,no,
"Explore In-Context Segmentation via Latent Diffusion Models",,,no,
"Geometry-Aware 3D Salient Object Detection Network",,,no,
"QCS:Feature Refining from Quadruplet Cross Similarity for Facial Expression Recognition",,,no,
"RHanDS: Refining Malformed Hands for Generated Images with Decoupled Structure and Style Guidance",,,no,
"Multi-clue Consistency Learning to Bridge Gaps Between General and Oriented Object in Semi-supervised Detection",,,no,
"RA-GAR: A Richly Annotated Benchmark for Gait Attribute Recognition",,,no,
"Towards Efficient Object Re-Identification with a Novel Cloud-Edge Collaborative Framework",,,no,
"Intra and Inter Parser-Prompted Transformers for Effective Image Restoration",,,no,
"Target-Driven Distillation: Consistency Distillation with Target Timestep Selection and Decoupled Guidance",,,no,
"ADBA: Approximation Decision Boundary Approach for Black-Box Adversarial Attacks",,,no,
"A Black-Box Evaluation Framework for Semantic Robustness in Bird’s Eye View Detection",,,no,
"Scene Graph-Grounded Image Generation",,,maybe,
"S³-Mamba: Small-Size-Sensitive Mamba for Lesion Segmentation",,,no,
"SSC-VAE: Structured Sparse Coding Based Variational Autoencoder for Detail Preserved Image Reconstruction",,,no,
"BLS-GAN: A Deep Layer Separation Framework for Eliminating Bone Overlap in Conventional Radiographs",,,no,
"MV-VTON: Multi-View Virtual Try-On with Diffusion Models",,,maybe,
"EMControl: Adding Conditional Control to Text-to-Image Diffusion Models via Expectation-Maximization",,,maybe,
"Dual Conditioned Motion Diffusion for Pose-Based Video Anomaly Detection",,,no,
"M2OST: Many-to-one Regression for Predicting Spatial Transcriptomics from Digital Pathology Images",,,no,
"SpotActor: Training-Free Layout-Controlled Consistent Image Generation",,,no,
"RAP-SR: RestorAtion Prior Enhancement in Diffusion Models for Realistic Image Super-Resolution",,,no,
"FaceA-Net: Facial Attribute-Driven ID Preserving Image Generation Network",,,no,
"MM-Mixing: Multi-Modal Mixing Alignment for 3D Understanding",,,no,
"Efficient Self-Supervised Video Hashing with Selective State Spaces",,,no,
"OV-DQUO: Open-Vocabulary DETR with Denoising Text Query Training and Open-World Unknown Objects Supervision",,,no,
"InpDiffusion: Image Inpainting Localization via Conditional Diffusion Models",,,no,
"Alignment-Free RGB-T Salient Object Detection: A Large-Scale Dataset and Progressive Correlation Network",,,no,
"Tracking Everything Everywhere across Multiple Cameras",,,no,
"Conditional Diffusion Models Based Conditional Independence Testing",,,no,
"First-Order Federated Bilevel Learning",,,no,
"Fast Multi-Instance Partial-Label Learning",,,no,
"Safe Online Convex Optimization with Heavy-Tailed Observation Noises",,,no,
"AutoMMLab: Automatically Generating Deployable Models from Language Instructions for Computer Vision Tasks",,,no,
"Asynchronous Distributed Gaussian Process Regression",,,no,
"ScaleOT: Privacy-utility-scalable Offsite-tuning with Dynamic LayerReplace and Selective Rank Compression",,,no,
"Selective Visual Prompting in Vision Mamba",,,no,
"Continual Unsupervised Generative Modelling via Online Optimal Transport",,,no,
"Dynamic Expansion Diffusion Learning for Lifelong Generative Modelling",,,no,
"Lifelong Scalable Generative System via Online Maximum Mean Discrepancy",,,no,
"AdaGK-SGD: Adaptive Global Knowledge Guided Distributed Stochastic Gradient Descent",,,no,
"Fit and Prune: Fast and Training-free Visual Token Pruning for Multi-modal Large Language Models",,,no,
"Speed Master: Quick or Slow Play to Attack Speaker Recognition",,,no,
"pFedES: Generalized Proxy Feature Extractor Sharing for Model Heterogeneous Personalized Federated Learning",,,no,
"Reducing Divergence in Batch Normalization for Domain Adaptation",,,no,
"Synergy of GFlowNet and Protein Language Model Makes a Diverse Antibody Designer",,,no,
"Apollo-Forecast: Overcoming Aliasing and Inference Speed Challenges in Language Models for Time Series Forecasting",,,no,
"Exploring the Better Multimodal Synergy Strategy for Vision-Language Models",,,maybe,
"In-Context Policy Adaptation via Cross-Domain Skill Diffusion",,,no,
"LayerAct: Advanced Activation Mechanism for Robust Inference of CNNs",,,no,
"S²MILE: Semantic-and-Structure-Aware Music-Driven Lyric Generation",,,no,
"Treasures in Discarded Weights for LLM Quantization",,,no,
"FSTA-SNN:Frequency-Based Spatial-Temporal Attention Module for Spiking Neural Networks",,,no,
"Modeling Inter-Intra Heterogeneity for Graph Federated Learning",,,no,
"AAKR: Adversarial Attack-based Knowledge Retention for Continual Semantic Segmentation",,,no,
"Dynamic Target Distribution Estimation for Source-Free Open-Set Domain Adaptation",,,no,
"Contextual Structure Knowledge Transfer for Graph Neural Networks",,,no,
"DG-Mamba: Robust and Efficient Dynamic Graph Structure Learning with Selective State Space Models",,,no,
"Class Semantic Attribute Perception Guided Zero-Shot Learning",,,no,
"BiMAC: Bidirectional Multimodal Alignment in Contrastive Learning",,,no,
"ABQ-LLM: Arbitrary-Bit Quantized Inference Acceleration for Large Language Models",,,no,
"Zero-Shot Image Captioning with Multi-type Entity Representations",,,maybe,
"WST: Wavelet-Based Multi-scale Tuning for Visual Transfer Learning",,,no,
"Graph Structure Refinement with Energy-based Contrastive Learning",,,no,
"Blend the Separated: Mixture of Synergistic Experts for Data-Scarcity Drug-Target Interaction Prediction",,,no,
"Specifying What You Know or Not for Multi-Label Class-Incremental Learning",,,no,
"Text-Guided Nonverbal Enhancement Based on Modality-Invariant and -Specific Representations for Video Speaking Style Recognition",,,no,
"Learning Robust and Privacy-Preserving Representations via Information Theory",,,no,
"Toward Efficient Data-Free Unlearning",,,no,
"Contrastive Functional Principal Component Analysis",,,no,
"Bagging-Expert Network for Multi-Task Learning: A Depolarization Solution in Multi-Gate Mixture-of-Experts",,,no,
"SSAN: A Symbol Spatial-Aware Network for Handwritten Mathematical Expression Recognition",,,no,
"Leveraging First and Zeroth-Order Gradient to Address Imbalanced Black-Box Prompt Tuning via Minimax Optimization",,,no,
"Semi-Implicit Neural Ordinary Differential Equations",,,no,
"Towards Better Spherical Sliced-Wasserstein Distance Learning with Data-Adaptive Discriminative Projection Direction",,,no,
"Can Students Beyond the Teacher? Distilling Knowledge from Teacher’s Bias",,,no,
"DiffCLIP: Few-shot Language-driven Multimodal Classifier",,,maybe,
"QiMLP: Quantum-inspired Multilayer Perceptron with Strong Correlation Mining and Parameter Compression",,,no,
"A-VL: Adaptive Attention for Large Vision-Language Models",,,no,
"LoGoFair: Post-Processing for Local and Global Fairness in Federated Learning",,,no,
"Channel Merging: Preserving Specialization for Merged Experts",,,maybe,
"Max-Mahalanobis Anchors Guidance for Multi-View Clustering",,,no,
"Unlocking the Potential of Black-box Pre-trained GNNs for Graph Few-shot Learning",,,no,
"TGLsta: Low-resource Textual Graph Learning with Semantic and Topological Awareness via LLMs",,,no,
"HaCore: Efficient Coreset Construction with Locality Sensitive Hashing for Vertical Federated Learning",,,no,
"Improved Rates of Differentially Private Nonconvex-Strongly-Concave Minimax Optimization",,,no,
"MalDetectFormer: Leveraging Sparse SpatioTemporal Information for Effective Malicious Traffic Detection",,,no,
"Neural Collapse Inspired Knowledge Distillation",,,no,
"Parametric ρ-Norm Scaling Calibration",,,no,
"Assessing Pre-Trained Models for Transfer Learning Through Distribution of Spectral Components",,,no,
"Generating Synthetic Data for Unsupervised Federated Learning of Cross-Modal Retrieval",,,no,
"EchoDiffusion: Waveform Conditioned Diffusion Models for Echo-Based Depth Estimation",,,no,
"Poplar: Efficient Scaling of Distributed DNN Training on Heterogeneous GPU Clusters",,,no,
"AdaO2B: Adaptive Online to Batch Conversion for Out-of-Distribution Generalization",,,no,
"Differentiable Information Enhanced Model-Based Reinforcement Learning",,,no,
"Towards Macro-AUC Oriented Imbalanced Multi-Label Continual Learning",,,no,
"HVAdam: A Full-Dimension Adaptive Optimizer",,,no,
"Navigating Towards Fairness with Data Selection",,,no,
"Evolutionary Classifier Chain for Multi-Dimensional Classification",,,no,
"Incomplete Multi-view Clustering via Diffusion Contrastive Generation",,,no,
"Enhancing Contrastive Learning Inspired by the Philosophy of “The Blind Men and the Elephant”",,,no,
"Efficient Reinforcement Learning Through Adaptively Pretrained Visual Encoder",,,maybe,
"LAGD: Local Topological-Alignment and Global Semantic-Deconstruction for Incremental 3D Semantic Segmentation",,,no,
"MLAAN: Scaling Supervised Local Learning with Multilaminar Leap Augmented Auxiliary Network",,,no,
"Asynchronous Federated Clustering with Unknown Number of Clusters",,,no,
"Mixture of Experts as Representation Learner for Deep Multi-View Clustering",,,no,
"Domain Adaptive Unfolded Graph Neural Networks",,,no,
"STraj: Self-training for Bridging the Cross-Geography Gap in Trajectory Prediction",,,no,
"TCAM-Diff: Triplane-Aware Cross-Attention Medical Diffusion Model",,,maybe,
"WaveletMixer: A Multi-Resolution Wavelets Based MLP-Mixer for Multivariate Long-Term Time Series Forecasting",,,no,
"ACCon: Angle-Compensated Contrastive Regularizer for Deep Regression",,,no,
"Logarithmic Regret for Linear Markov Decision Processes with Adversarial Corruptions",,,no,
"Supervised Score-Based Modeling by Gradient Boosting",,,no,
"Personalized Label Inference Attack in Federated Transfer Learning via Contrastive Meta Learning",,,no,
"Incomplete and Unpaired Multi-View Graph Clustering with Cross-View Feature Fusion",,,no,
"Differential Private Stochastic Optimization with Heavy-tailed Data: Towards Optimal Rates",,,no,
"Two Sides of the Same Coin: Learning the Backdoor to Remove the Backdoor",,,no,
"Bridging the Gap Between Hyperdimensional Computing and Kernel Methods via the Nyström Method",,,no,
"ASER: Activation Smoothing and Error Reconstruction for Large Language Model Quantization",,,no,
"Twofold Debiasing Enhances Fine-Grained Learning with Coarse Labels",,,no,
"MeRino: Entropy-Driven Design for Generative Language Models on IoT Devices",,,no,
"Attention Bootstrapping for Multi-Modal Test-Time Adaptation",,,no,
"STEM-LTS: Integrating Semantic-Temporal Dynamics in LLM-driven Time Series Analysis",,,no,
"Mixture of Online and Offline Experts for Non-Stationary Time Series",,,no,
"ConFREE: Conflict-free Client Update Aggregation for Personalized Federated Learning",,,no,
"GraSP: Simple Yet Effective Graph Similarity Predictions",,,no,
"MSSDA: Multi-Sub-Source Domain Adaptation for Diabetic Foot Neuropathy Recognition",,,no,
"Batch Selection for Multi-Label Classification Guided by Uncertainty and Dynamic Label Correlations",,,no,
"Dynamic Operator Optimization for Efficient Multi-Tenant LoRA Model Serving",,,no,
"AIR: Unifying Individual and Collective Exploration in Cooperative Multi-Agent Reinforcement Learning",,,no,
"Factor Augmented Tensor-on-Tensor Neural Networks",,,no,
"ProtCLIP: Function-Informed Protein Multi-Modal Learning",,,no,
"All You Need in Knowledge Distillation Is a Tailored Coordinate System",,,no,
"On Probabilistic Truncation in Privacy-preserving Machine Learning",,,maybe,
"FedGOG: Federated Graph Out-of-Distribution Generalization with Diffusion Data Exploration and Latent Embedding Decorrelation",,,no,
"Causally Consistent Normalizing Flow",,,no,
"QiMeng-GEMM: Automatically Generating High-Performance Matrix Multiplication Code by Exploiting Large Language Models",,,no,
"Class and Attribute-Aware Logit Adjustment for Generalized Long-Tail Learning",,,no,
"Design Principle Transfer in Neural Architecture Search via Large Language Models",,,no,
"FedSA: A Unified Representation Learning via Semantic Anchors for Prototype-based Federated Learning",,,no,
"Cooperative Policy Agreement: Learning Diverse Policy for Offline MARL",,,no,
"Fully Test-time Adaptation for Tabular Data",,,no,
"Training Deep Neural Networks with Virtual Smoothing Classes",,,no,
"Improving Federated Domain Generalization Through Dynamical Weights Calculated from Data Influences on Global Model Update",,,maybe,
"Single-Loop Federated Actor-Critic across Heterogeneous Environments",,,no,
"Constrained Offline Black-Box Optimization via Risk Evaluation and Management",,,no,
"Image-to-video Adaptation with Outlier Modeling and Robust Self-learning",,,no,
"LoRID: Low-Rank Iterative Diffusion for Adversarial Purification",,,no,
"Inheriting Generalized Learngene for Efficient Knowledge Transfer across Multiple Tasks",,,no,
"GVMGen: A General Video-to-Music Generation Model with Hierarchical Attentions",,,no,
"Learning Together Securely: Prototype-Based Federated Multi-Modal Hashing for Safe and Efficient Multi-Modal Retrieval",,,no,
"Cultivating Archipelago of Forests: Evolving Robust Decision Trees Through Island Coevolution",,,no,
"BUFF: Bayesian Uncertainty Guided Diffusion Probabilistic Model for Single Image Super-Resolution",,,no,
"Robust and Consistent Online Video Instance Segmentation via Instance Mask Propagation",,,no,
"Generalized Class Discovery in Instance Segmentation",,,no,
"WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection",,,maybe,
"FashionTailor: Controllable Clothing Editing for Human Images with Appearance Preserving",,,no,
"Prompt Tuning In a Compact Attribute Space",,,no,
"ZeroMamba: Exploring Visual State Space Model for Zero-Shot Learning",,,no,
"BloomScene: Lightweight Structured 3D Gaussian Splatting for Crossmodal Scene Generation",,,no,
"Training-and-Prompt-Free General Painterly Harmonization via Zero-Shot Disentenglement on Style and Content References",,,no,
"GaussianSR: High Fidelity 2D Gaussian Splatting for Arbitrary-Scale Image Super-Resolution",,,maybe,
"VRVVC: Variable-Rate NeRF-Based Volumetric Video Compression",,,no,
"MonoBox: Tightness-Free Box-Supervised Polyp Segmentation Using Monotonicity Constraint",,,no,
"Exploiting Multimodal Spatial-temporal Patterns for Video Object Tracking",,,no,
"Motion Decoupled 3D Gaussian Splatting for Dynamic Object Representation",,,no,
"V2Xum-LLM: Cross-Modal Video Summarization with Temporal Prompt Instruction Tuning",,,no,
"Identity-Text Video Corpus Grounding",,,no,
"SubjectDrive: Scaling Generative Data in Autonomous Driving via Subject Control",,,no,
"HUANG: A Robust Diffusion Model-based Targeted Adversarial Attack Against Deep Hashing Retrieval",,,no,
"LPCG: A Self-conditional Architecture for Labeled Point Cloud Generation",,,no,
"FatesGS: Fast and Accurate Sparse-View Surface Reconstruction Using Gaussian Splatting with Depth-Feature Consistency",,,no,
"Densely Connected Parameter-Efficient Tuning for Referring Image Segmentation",,,no,
"Wavelet-Assisted Multi-Frequency Attention Network for Pansharpening",,,no,
"AUTE: Peer-Alignment and Self-Unlearning Boost Adversarial Robustness for Training Ensemble Models",,,no,
"EvoChart: A Benchmark and a Self-Training Approach Towards Real-World Chart Understanding",,,maybe,
"VProChart: Answering Chart Question Through Visual Perception Alignment Agent and Programmatic Solution Reasoning",,,no,
"SLIP: Spoof-Aware One-Class Face Anti-Spoofing with Language Image Pretraining",,,no,
"Resolving Multi-Condition Confusion for Finetuning-Free Personalized Image Generation",,,maybe,
"Unleashing the Temporal-Spatial Reasoning Capacity of GPT for Training-Free Audio and Language Referenced Video Object Segmentation",,,no,
"ZoRI: Towards Discriminative Zero-Shot Remote Sensing Instance Segmentation",,,no,
"DreamPhysics: Learning Physics-Based 3D Dynamics with Video Diffusion Priors",,,no,
"Efficient Indoor Depth Completion Network Using Mask-adaptive Gated Convolution",,,no,
"Manta: Enhancing Mamba for Few-Shot Action Recognition of Long Sub-Sequence",,,no,
