title,pdf_url,arxiv_url,code_available,code_url
"Continual Generalized Category Discovery: Learning and Forgetting from a Bayesian Perspective",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25a/dai25a.pdf,,yes,https://github.com/daihao42/VB-CGCD
"CLIMB: Data Foundations for Large Scale Multimodal Clinical Foundation Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25b/dai25b.pdf,,yes,https://github.com/DDVD233/CLIMB
"Adapting to Evolving Adversaries with Regularized Continual Robust Training",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25c/dai25c.pdf,,yes,https://github.com/inspire-group/continual_robust_training/
"EnsLoss: Stochastic Calibrated Loss Ensembles for Preventing Overfitting in Classification",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25d/dai25d.pdf,,yes,https://github.com/statmlben/ensLoss
"SAN: Hypothesizing Long-Term Synaptic Development and Neural Engram Mechanism in Scalable Model’s Parameter-Efficient Fine-Tuning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25e/dai25e.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dai25e.md
"Robust Secure Swap: Responsible Face Swap With Persons of Interest Redaction and Provenance Traceability",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25f/dai25f.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dai25f.md
"From Individual Experience to Collective Evidence: A Reporting-Based Framework for Identifying Systemic Harms",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25g/dai25g.pdf,,yes,https://github.com/jessica-dai/reporting
"Learning With Multi-Group Guarantees For Clusterable Subpopulations",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25h/dai25h.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dai25h.md
"Confidence Difference Reflects Various Supervised Signals in Confidence-Difference Classification",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25i/dai25i.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dai25i.md
"MemFreezing: A Novel Adversarial Attack on Temporal Graph Neural Networks under Limited Future Knowledge",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25j/dai25j.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dai25j.md
"Latent Variable Causal Discovery under Selection Bias",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25k/dai25k.pdf,,yes,https://github.com/MarkDana/Latent-Selection
"Are LLMs Prescient? A Continuous Evaluation using Daily News as the Oracle",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25l/dai25l.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dai25l.md
"MindAligner: Explicit Brain Functional Alignment for Cross-Subject Visual Decoding from Limited fMRI Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dai25m/dai25m.pdf,,yes,https://github.com/Da1yuqin/MindAligner
"Policy Gradient with Tree Expansion",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dalal25a/dalal25a.pdf,,yes,https://github.com/NVlabs/SoftTreeMax
"Sparse-pivot: Dynamic correlation clustering for node insertions",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dalirrooyfard25a/dalirrooyfard25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dalirrooyfard25a.md
"Efficient Noise Calculation in Deep Learning-based MRI Reconstructions",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dalmaz25a/dalmaz25a.pdf,,yes,https://github.com/onat-dalmaz/deep_recon_noise
"Online Robust Reinforcement Learning Through Monte-Carlo Planning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dam25a/dam25a.pdf,,yes,https://github.com/brahimdriss/RobustMCTS
"Power Mean Estimation in Stochastic Continuous Monte-Carlo Tree Search",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dam25b/dam25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dam25b.md
"Monte-Carlo Tree Search with Uncertainty Propagation via Optimal Transport",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dam25c/dam25c.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dam25c.md
"Shifting Time: Time-series Forecasting with Khatri-Rao Neural Operators",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dama25a/dama25a.pdf,,yes,https://github.com/srinathdama/ShiftingTime
"Efficiently Vectorized MCMC on Modern Accelerators",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dance25a/dance25a.pdf,,yes,https://github.com/hwdance/jax-fsm-mcmc
"Near-Optimal Consistency-Robustness Trade-Offs for Learning-Augmented Online Knapsack Problems",https://raw.githubusercontent.com/mlresearch/v267/main/assets/daneshvaramoli25a/daneshvaramoli25a.pdf,,yes,https://github.com/moreda-a/OKP
"Online Sparsification of Bipartite-Like Clusters in Graphs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/das25a/das25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-das25a.md
"Retraining with Predicted Hard Labels Provably Increases Model Accuracy",https://raw.githubusercontent.com/mlresearch/v267/main/assets/das25b/das25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-das25b.md
"A Geometric Approach to Personalized Recommendation with Set-Theoretic Constraints Using Box Embeddings",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dasgupta25a/dasgupta25a.pdf,,yes,https://github.com/ssdasgupta/set-based-collaborative-filtering
"Learning Gaussian DAG Models without Condition Number Bounds",https://raw.githubusercontent.com/mlresearch/v267/main/assets/daskalakis25a/daskalakis25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-daskalakis25a.md
"Accelerated Diffusion Models via Speculative Sampling",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-bortoli25a/de-bortoli25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-de-bortoli25a.md
"Distributional Diffusion Models with Scoring Rules",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-bortoli25b/de-bortoli25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-de-bortoli25b.md
"EncryptedLLM: Privacy-Preserving Large Language Model Inference via GPU-Accelerated Fully Homomorphic Encryption",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-castro25a/de-castro25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-de-castro25a.md
"Sliding Puzzles Gym: A Scalable Benchmark for State Representation in Visual Reinforcement Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-oliveira25a/de-oliveira25a.pdf,,yes,https://github.com/bryanoliveira/sliding-puzzles-gym
"Enhancing Diversity In Parallel Agents: A Maximum State Entropy Exploration Story",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-paola25a/de-paola25a.pdf,,yes,https://github.com/enzodepaola/Enhancing-Diversity-in-Parallel-Agents-A-Maximum-State-Entropy-Exploration-Story.git
"Provable Maximum Entropy Manifold Exploration via Diffusion Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-santi25a/de-santi25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-de-santi25a.md
"Breaking the Barrier of Hard Samples: A Data-Centric Approach to Synthetic Data for Medical Tasks",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-souza25a/de-souza25a.pdf,,yes,https://github.com/szanara/profile2gen.git
"Wrapped Gaussian on the manifold of Symmetric Positive Definite Matrices",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-surrel25a/de-surrel25a.pdf,,yes,https://github.com/thibaultdesurrel/wrapped_gaussians_SPD
"Optimization over Sparse Support-Preserving Sets: Two-Step Projection with Global Optimality Guarantees",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-vazelhes25a/de-vazelhes25a.pdf,,yes,https://github.com/wdevazelhes/2SP_icml2025
"Trust-Region Twisted Policy Improvement",https://raw.githubusercontent.com/mlresearch/v267/main/assets/de-vries25a/de-vries25a.pdf,,yes,https://github.com/joeryjoery/trtpi
"FisherSFT: Data-Efficient Supervised Fine-Tuning of Language Models Using Information Gain",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deb25a/deb25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deb25a.md
"Improving Transformer World Models for Data-Efficient RL",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dedieu25a/dedieu25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dedieu25a.md
"An Efficient Matrix Multiplication Algorithm for Accelerating Inference in Binary and Ternary Neural Networks",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dehghankar25a/dehghankar25a.pdf,,yes,https://github.com/UIC-InDeXLab/RSR
"A Unified Approach to Routing and Cascading for LLMs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dekoninck25a/dekoninck25a.pdf,,yes,https://github.com/eth-sri/cascade-routing
"Decision Making under the Exponential Family: Distributionally Robust Optimisation with Bayesian Ambiguity Sets",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dellaporta25a/dellaporta25a.pdf,,yes,https://github.com/PatrickOHara/mis-dro-code
"Learning Distribution-wise Control in Representation Space for Language Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25a/deng25a.pdf,,yes,https://github.com/chili-lab/D-Intervention
"Towards Understanding Parametric Generalized Category Discovery on Graphs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25b/deng25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25b.md
"FireFlow: Fast Inversion of Rectified Flow for Image Semantic Editing",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25c/deng25c.pdf,,yes,https://github.com/HolmesShuan/FireFlow-Fast-Inversion-of-Rectified-Flow-for-Image-Semantic-Editing
"Predicting mutational effects on protein binding from folding energy",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25d/deng25d.pdf,,yes,https://github.com/LDeng0205/StaB-ddG
"Procurement Auctions via Approximately Optimal Submodular Optimization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25e/deng25e.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25e.md
"Discrepancy Minimization in Input-Sparsity Time",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25f/deng25f.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25f.md
"EGPlace: An Efficient Macro Placement Method via Evolutionary Search with Greedy Repositioning Guided Mutation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25g/deng25g.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25g.md
"A Versatile Influence Function for Data Attribution with Non-Decomposable Loss",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25h/deng25h.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25h.md
"Unlocking the Power of Rehearsal in Continual Learning: A Theoretical Perspective",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25i/deng25i.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25i.md
"EvoMesh: Adaptive Physical Simulation with Hierarchical Graph Evolutions",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25j/deng25j.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25j.md
"QuEst: Enhancing Estimates of Quantile-Based Distributional Measures Using Model Predictions",https://raw.githubusercontent.com/mlresearch/v267/main/assets/deng25k/deng25k.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-deng25k.md
"Theoretical Limitations of Ensembles in the Age of Overparameterization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dern25a/dern25a.pdf,,yes,https://github.com/nic-dern/theoretical-limitations-overparameterized-ensembles
"HashAttention: Semantic Sparsity for Faster Inference",https://raw.githubusercontent.com/mlresearch/v267/main/assets/desai25a/desai25a.pdf,,yes,https://github.com/xAlg-ai/HashAttention-1.0
"Compressing tree ensembles through Level-wise Optimization and Pruning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/devos25a/devos25a.pdf,,yes,https://github.com/ML-KULeuven/lop_compress
"A Unified Comparative Study with Generalized Conformity Scores for Multi-Output Conformal Regression",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dheur25a/dheur25a.pdf,,yes,https://github.com/Vekteur/multi-output-conformal-regression
"Continuous Bayesian Model Selection for Multivariate Causal Discovery",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dhir25a/dhir25a.pdf,,yes,https://github.com/Anish144/ContinuousBMSStructureLearning
"Nearly Optimal Algorithms for Contextual Dueling Bandits from Adversarial Feedback",https://raw.githubusercontent.com/mlresearch/v267/main/assets/di25a/di25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-di25a.md
"Optimizing Adaptive Attacks against Watermarks for Language Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diaa25a/diaa25a.pdf,,yes,https://github.com/nilslukas/ada-wm-evasion
"Efficient Multivariate Robust Mean Estimation Under Mean-Shift Contamination",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25a/diakonikolas25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-diakonikolas25a.md
"On Learning Parallel Pancakes with Mostly Uniform Weights",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25b/diakonikolas25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-diakonikolas25b.md
"Batch List-Decodable Linear Regression via Higher Moments",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25c/diakonikolas25c.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-diakonikolas25c.md
"On Fine-Grained Distinct Element Estimation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25d/diakonikolas25d.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-diakonikolas25d.md
"Online Linear Classification with Massart Noise",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25e/diakonikolas25e.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-diakonikolas25e.md
"Statistical Query Hardness of Multiclass Linear Classification with Random Classification Noise",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diakonikolas25f/diakonikolas25f.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-diakonikolas25f.md
"On Zero-Initialized Attention: Optimal Prompt and Gating Factor Estimation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diep25a/diep25a.pdf,,yes,https://github.com/duyhominhnguyen/llama-adaptor-nonlinear/tree/main
"Score-based Pullback Riemannian Geometry: Extracting the Data Manifold Geometry using Anisotropic Flows",https://raw.githubusercontent.com/mlresearch/v267/main/assets/diepeveen25a/diepeveen25a.pdf,,yes,https://github.com/GBATZOLIS/Score-Based-Pullback-Riemannian-Geometry
"MapEval: A Map-Based Evaluation of Geo-Spatial Reasoning in Foundation Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dihan25a/dihan25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dihan25a.md
"Scalable Non-Equivariant 3D Molecule Generation via Rotational Alignment",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ding25a/ding25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-ding25a.md
"Visual Abstraction: A Plug-and-Play Approach for Text-Visual Retrieval",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ding25b/ding25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-ding25b.md
"NeuroTree: Hierarchical Functional Brain Pathway Decoding for Mental Health Disorders",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ding25c/ding25c.pdf,,yes,https://github.com/Ding1119/NeuroTree
"BEST-Route: Adaptive LLM Routing with Test-Time Optimal Compute",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ding25d/ding25d.pdf,,yes,https://github.com/microsoft/best-route-llm
"LBI-FL: Low-Bit Integerized Federated Learning with Temporally Dynamic Bit-Width Allocation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ding25e/ding25e.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-ding25e.md
"Ad-Hoc Human-AI Coordination Challenge",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dizdarevic25a/dizdarevic25a.pdf,,yes,https://github.com/FLAIROx/ah2ac2
"Leveraging Randomness in Model and Data Partitioning for Privacy Amplification",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25a/dong25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25a.md
"Maximum Entropy Reinforcement Learning with Diffusion Policy",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25b/dong25b.pdf,,yes,https://github.com/diffusionyes/MaxEntDP
"Enhancing Decision-Making of Large Language Models via Actor-Critic",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25c/dong25c.pdf,,yes,https://github.com/drdh/LAC
"In-Context Reinforcement Learning From Suboptimal Historical Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25d/dong25d.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25d.md
"Exactly Tight Information-theoretic Generalization Bounds via Binary Jensen-Shannon Divergence",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25e/dong25e.pdf,,yes,https://github.com/Yuxin-Dong/BinaryJS
"Improving Zero-Shot Adversarial Robustness in Vision-Language Models by Closed-form Alignment of Adversarial Path Simplices",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25f/dong25f.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25f.md
"Discrepancies are Virtue: Weak-to-Strong Generalization through Lens of Intrinsic Dimension",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25g/dong25g.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25g.md
"STP: Self-play LLM Theorem Provers with Iterative Conjecturing and Proving",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25h/dong25h.pdf,,yes,https://github.com/kfdong/STP
"Permutation-based Rank Test in the Presence of Discretization and Application in Causal Discovery with Mixed Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25i/dong25i.pdf,,yes,https://github.com/dongxinshuai/scm-identify
"Maintaining Proportional Committees with Dynamic Candidate Sets",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25j/dong25j.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25j.md
"Can Compressed LLMs Truly Act? An Empirical Evaluation of Agentic Capabilities in LLM Compression",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25k/dong25k.pdf,,yes,https://github.com/pprp/ACBench
"TypyBench: Evaluating LLM Type Inference for Untyped Python Repositories",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25l/dong25l.pdf,,yes,https://github.com/typybench/typybench
"Efficient Curvature-Aware Hypergradient Approximation for Bilevel Optimization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25m/dong25m.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25m.md
"A Lens into Interpretable Transformer Mistakes via Semantic Dependency",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25n/dong25n.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25n.md
"ERICT: Enhancing Robustness by Identifying Concept Tokens in Zero-Shot Vision Language Models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25o/dong25o.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25o.md
"Emergent Response Planning in LLMs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dong25p/dong25p.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-dong25p.md
"Towards scientific discovery with dictionary learning: Extracting biological concepts from microscopy foundation models",https://raw.githubusercontent.com/mlresearch/v267/main/assets/donhauser25a/donhauser25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-donhauser25a.md
"ADDQ: Adaptive distributional double Q-learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/doring25a/doring25a.pdf,,yes,https://github.com/BommeHD/ADDQ
"Harmonizing Geometry and Uncertainty: Diffusion with Hyperspheres",https://raw.githubusercontent.com/mlresearch/v267/main/assets/dosi25a/dosi25a.pdf,,yes,https://github.com/IAB-IITJ/Harmonizing-Geometry-and-Uncertainty-Diffusion-with-Hyperspheres/tree/main
"On the Importance of Embedding Norms in Self-Supervised Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/draganov25a/draganov25a.pdf,,yes,https://github.com/Andrew-Draganov/SSLEmbeddingNorms
"Sleeping Reinforcement Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/drago25a/drago25a.pdf,,yes,https://github.com/marcomussi/SleepingRL
"Towards Theoretical Understanding of Sequential Decision Making with Preference Feedback",https://raw.githubusercontent.com/mlresearch/v267/main/assets/drago25b/drago25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-drago25b.md
"Long-Short Alignment for Effective Long-Context Modeling in LLMs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25a/du25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-du25a.md
"Enabling Optimal Decisions in Rehearsal Learning under CARE Condition",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25b/du25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-du25b.md
"Telling Peer Direct Effects from Indirect Effects in Observational Network Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25c/du25c.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-du25c.md
"Textual Unlearning Gives a False Sense of Unlearning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25d/du25d.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-du25d.md
"Reinforcement Learning with Segment Feedback",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25e/du25e.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-du25e.md
"Optimizing Temperature for Language Models with Multi-Sample Inference",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25f/du25f.pdf,,yes,https://github.com/StigLidu/TURN
"Latent Imputation before Prediction: A New Computational Paradigm for De Novo Peptide Sequencing",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25g/du25g.pdf,,yes,https://github.com/usr922/LIPNovo
"Unsupervised Learning for Class Distribution Mismatch",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25h/du25h.pdf,,yes,https://github.com/RUC-DWBI-ML/research/tree/main/UCDM-master
"Retrieval Augmented Zero-Shot Enzyme Generation for Specified Substrate",https://raw.githubusercontent.com/mlresearch/v267/main/assets/du25i/du25i.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-du25i.md
"Deep Fuzzy Multi-view Learning for Reliable Classification",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duan25a/duan25a.pdf,,yes,https://github.com/siyuancncd/FUML
"CoPINN: Cognitive Physics-Informed Neural Networks",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duan25b/duan25b.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-duan25b.md
"Unnatural Languages Are Not Bugs but Features for LLMs",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duan25c/duan25c.pdf,,yes,https://github.com/John-AI-Lab/Unnatural_Language
"MxMoE: Mixed-precision Quantization for MoE with Accuracy and Performance Co-Design",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duanmu25a/duanmu25a.pdf,,yes,https://github.com/cat538/MxMoE
"DIS-CO: Discovering Copyrighted Content in VLMs Training Data",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duarte25a/duarte25a.pdf,,yes,https://github.com/avduarte333/DIS-CO
"Weakly Supervised Anomaly Detection via Dual-Tailed Kernel",https://raw.githubusercontent.com/mlresearch/v267/main/assets/durani25a/durani25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-durani25a.md
"IT$^3$: Idempotent Test-Time Training",https://raw.githubusercontent.com/mlresearch/v267/main/assets/durasov25a/durasov25a.pdf,,yes,https://github.com/nikitadurasov/ittt
"SPHINX: Structural Prediction using Hypergraph Inference Network",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duta25a/duta25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-duta25a.md
"LASER: Attention with Exponential Transformation",https://raw.githubusercontent.com/mlresearch/v267/main/assets/duvvuri25a/duvvuri25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-duvvuri25a.md
"Intersectional Fairness in Reinforcement Learning with Large State and Constraint Spaces",https://raw.githubusercontent.com/mlresearch/v267/main/assets/eaton25a/eaton25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-eaton25a.md
"Partially Observable Reinforcement Learning with Memory Traces",https://raw.githubusercontent.com/mlresearch/v267/main/assets/eberhard25a/eberhard25a.pdf,,yes,https://github.com/onnoeberhard/memory-traces
"Not All Wrong is Bad: Using Adversarial Examples for Unlearning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/ebrahimpour-boroojeny25a/ebrahimpour-boroojeny25a.pdf,,yes,https://github.com/Ali-E/AMUN
"MF-LAL: Drug Compound Generation Using Multi-Fidelity Latent Space Active Learning",https://raw.githubusercontent.com/mlresearch/v267/main/assets/eckmann25a/eckmann25a.pdf,,yes,https://github.com/Rose-STL-Lab/MF-LAL
"Aligned Multi Objective Optimization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/efroni25a/efroni25a.pdf,,yes,https://github.com/facebookresearch/AlignedMultiObjectiveOptimization
"On the Importance of Gaussianizing Representations",https://raw.githubusercontent.com/mlresearch/v267/main/assets/eftekhari25a/eftekhari25a.pdf,,yes,https://github.com/DanielEftekhari/normality-normalization
"Mind the Gap: A Practical Attack on GGUF Quantization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/egashira25a/egashira25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-egashira25a.md
"Controlled Generation with Equivariant Variational Flow Matching",https://raw.githubusercontent.com/mlresearch/v267/main/assets/eijkelboom25a/eijkelboom25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-eijkelboom25a.md
"A Market for Accuracy: Classification Under Competition",https://raw.githubusercontent.com/mlresearch/v267/main/assets/einav25a/einav25a.pdf,,yes,https://github.com/BML-Technion/market4acc
"Enhancing Parallelism in Decentralized Stochastic Convex Optimization",https://raw.githubusercontent.com/mlresearch/v267/main/assets/eisen25a/eisen25a.pdf,,yes,https://github.com/mlresearch/v267/edit/gh-pages/_posts/2025-10-06-eisen25a.md
